bedrooms,bathrooms,sqft_living_media,sqft_lot_media,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,price/sqft_living,price/sqft_lot,price/sqft_above,price/sqft_living15,price/sqft_lot15,Caro
4,3.75,1,1,2,0,0,3,9,2500,680,2012,0,2910,8558,361.32,116.19,459.6,394.85,134.26,1
2,1,0,0,1,0,0,3,6,800,0,1964,0,2390,8125,181.25,17.85,181.25,60.67,17.85,0
3,2.5,0,0,2,0,0,3,8,2070,0,2001,0,1650,8877,346.86,99.72,346.86,435.15,80.88,0
4,1.75,0,0,1,0,0,4,7,1440,0,1961,0,1720,9748,328.13,55.35,328.13,274.71,48.47,0
3,2.5,0,0,2,0,3,4,9,2190,0,1979,0,2315,2538,351.6,289.69,351.6,332.61,303.39,1
3,1.5,0,1,1,0,0,4,8,1840,0,1970,0,1680,10950,285.33,47.92,285.33,312.5,47.95,0
3,1,0,1,1,0,0,3,7,960,0,1972,0,1220,7579,572.92,43.91,572.92,450.82,72.57,0
4,4.25,1,1,2,0,0,3,10,3160,1430,2003,0,3800,12268,247.28,64.41,359.18,298.68,92.52,1
2,1.75,0,0,1,0,0,4,7,1250,0,1986,0,1680,8470,374.4,66.58,374.4,278.57,55.25,0
3,2.25,0,1,1,0,0,4,7,1330,430,1979,0,2210,11337,346.56,58.93,458.61,276,53.8,0
5,3.25,1,0,2,0,1,3,7,2150,600,1937,1997,2750,7500,272.73,100,348.84,272.73,100,0
4,2.5,0,1,1,0,0,5,8,1250,620,1974,0,2000,11250,355.08,40.99,531.2,332,59.02,0
3,1,0,0,1,0,0,4,6,1540,0,1968,0,1450,9028,292.21,49.84,292.21,310.34,49.84,0
3,3,0,1,1,0,0,4,7,1150,380,1983,0,1530,8556,356.86,54.61,474.78,356.86,63.81,0
4,2.5,0,0,1,0,0,5,8,1470,770,1975,0,2210,8860,352.68,91.18,537.41,357.47,89.16,1
3,2.75,1,1,2,0,3,4,10,2830,60,1987,0,2415,11538,404.84,96.46,413.43,484.47,101.4,1
3,1.75,0,0,1,0,0,4,7,1310,0,1987,0,2510,8515,358.78,54.65,358.78,187.25,55.2,0
4,3.25,1,0,2,0,0,3,10,3910,0,2006,0,2600,9235,421.99,220,421.99,634.62,178.67,1
3,2.5,0,0,2,0,2,4,9,2340,0,1981,0,2415,2166,363.25,442.94,363.25,351.97,392.43,1
3,1.5,0,0,1,0,0,3,6,960,0,1944,0,2230,9350,520.83,108.7,520.83,224.22,53.48,0
4,2.25,1,0,1,0,0,3,8,1660,710,1976,0,2350,9588,282.7,69.53,403.61,285.11,69.88,0
3,1.75,0,0,1,0,0,4,7,1340,0,1961,0,1340,10050,305.97,41.1,305.97,305.97,40.8,0
3,2.25,0,0,2,0,0,3,7,1580,0,1987,0,2253,8515,367.09,68.19,367.09,257.43,68.12,0
4,2.5,0,0,1,0,0,5,8,1250,850,1980,0,2100,9000,290.48,69.32,488,290.48,67.78,0
3,2.5,1,0,2,0,0,4,10,2530,680,1990,0,2630,8630,271.03,100.81,343.87,330.8,100.81,1
4,3.5,1,1,1,1,4,3,10,2940,1790,1954,0,3250,49346,717.76,70.92,1154.76,1044.62,68.8,1
3,2.5,0,0,2,0,0,4,7,1530,0,1986,0,1370,3783,247.71,130.11,247.71,276.64,100.19,0
3,2.5,0,0,2,0,0,3,8,2070,0,1999,0,2070,6844,277.78,159.77,277.78,277.78,84.02,0
4,2.5,1,0,2,0,0,3,8,2620,0,1996,0,2240,7405,337.79,96.65,337.79,395.09,119.51,1
3,2,0,0,2,0,0,4,8,1820,0,1994,0,1920,13402,363.19,149.62,363.19,344.27,49.32,0
3,2.5,1,0,2,0,2,3,9,2090,515,1979,0,2605,2300,303.19,356.41,377.89,303.19,343.39,1
3,2.5,0,0,2,0,0,3,9,1900,0,1996,0,2500,3954,286.84,161.91,286.84,218,137.84,0
5,3.25,1,1,2,0,0,3,9,3510,0,2013,0,1970,7488,287.75,92.41,287.75,512.69,134.88,1
3,2.25,0,0,2,0,0,4,8,1750,120,1992,0,1920,5988,328.88,125.66,351.43,320.31,102.71,0
3,2.75,0,1,1,0,0,4,7,1610,580,1973,0,2020,8588,319.63,63.29,434.78,346.53,81.51,0
4,2.75,0,1,1,0,0,4,8,1240,910,1982,0,2200,9257,282.33,36.29,489.52,275.91,65.57,0
3,1.5,0,1,1,0,0,3,7,1680,0,1962,0,1680,9101,297.62,28.72,297.62,297.62,54.94,0
3,1,0,1,1,0,0,3,7,1160,0,1965,0,1670,51376,310.34,32.76,310.34,215.57,07.01,0
4,1.75,0,0,1,0,0,3,7,1090,600,1968,0,1380,7325,324.26,70.31,502.75,397.1,74.81,0
3,2.5,1,0,2,0,0,3,9,3170,0,2005,0,2790,7336,227.13,100.18,227.13,258.06,98.15,0
5,3.5,1,0,2,0,0,3,9,3680,0,2003,0,2020,8847,374.46,158.76,374.46,682.18,155.76,1
3,2.25,0,0,1,0,0,3,7,1390,600,1960,0,2080,9300,311.56,99.1,446.04,298.08,66.67,0
4,2.25,0,0,2,0,0,3,8,2040,0,2012,0,1670,7031,328.43,95.29,328.43,401.2,95.29,0
4,1.5,0,0,1,0,0,4,6,1100,0,1960,0,1100,9630,320.91,36.77,320.91,320.91,36.66,0
3,1.75,0,0,1.5,0,0,4,6,1150,0,1970,0,1530,6600,321.74,56.06,321.74,241.83,56.06,0
3,1.75,0,0,1,0,0,3,7,1870,0,1977,0,1820,7500,331.07,88.07,331.07,340.16,82.55,0
3,1.75,0,1,1,0,0,4,8,1300,670,1973,0,2500,8548,344.52,64.34,522.08,271.48,79.4,0
3,2.5,1,1,2,0,0,3,7,4110,0,1976,0,2710,8865,250.85,28.85,250.85,380.44,116.3,1
4,2.5,0,0,1,0,0,4,8,1250,820,1976,0,2070,9499,374.4,91.47,620,374.4,81.59,1
5,2,1,1,1.5,0,0,3,8,2420,0,1966,0,1940,8085,278.93,32.14,278.93,347.94,83.49,0
4,2.5,1,0,2,0,0,3,9,3230,0,2004,0,3220,5083,239.16,180.07,239.16,239.91,151.98,1
4,2.5,1,0,2,0,0,3,9,3230,0,2004,0,3220,5083,236.84,178.32,236.84,237.58,150.5,0
3,1,0,0,1,0,0,3,6,880,0,1961,0,1690,6564,625,82.53,625,325.44,83.79,0
4,2.5,1,0,2,0,0,3,10,2910,0,2014,0,1880,11212,355.67,113.35,355.67,550.53,92.31,1
3,1.5,0,1,1,0,0,4,7,1690,0,1967,0,1570,10500,274.88,44.24,274.88,295.89,44.24,0
3,1.75,0,1,1,0,0,5,7,1400,600,1963,0,2050,10182,280,55,400,273.17,55,0
3,2.5,1,1,2,0,0,4,9,2370,0,1985,0,2380,8144,294.94,63.73,294.94,293.7,85.83,0
4,2.5,1,0,1,0,0,4,8,1530,1330,1989,0,2070,8680,262.41,81.94,490.52,362.56,86.46,0
4,1.5,0,1,1,0,0,4,7,1320,0,1954,0,1720,14250,386.36,35.79,386.36,296.51,35.79,0
4,2.25,0,0,1,0,0,5,8,1390,680,1977,0,2110,8400,301.93,86.81,449.64,296.21,74.4,0
5,2.75,1,1,1,0,0,4,7,2020,1300,1963,0,1840,10425,207.08,65.48,340.35,373.64,65.95,0
4,2.5,0,0,1,0,0,5,7,1900,0,1967,0,1990,10500,326.32,63.43,326.32,311.56,59.05,0
3,2.25,0,1,1,0,0,4,7,1300,400,1990,0,1950,13163,388.24,52.32,507.69,338.46,50.14,0
4,2.75,1,1,1,0,0,3,7,1700,830,1942,0,2530,10000,207.51,45.46,308.82,207.51,52.5,0
2,2.5,0,0,2,0,0,3,9,1590,0,1997,0,2320,3174,258.49,196.84,258.49,177.16,129.49,0
5,3.75,1,0,1.5,0,0,3,9,2470,1160,2004,0,2560,7560,325.07,196.67,477.73,460.94,156.08,1
4,3.5,1,0,1,0,1,3,10,1640,1590,2000,0,2660,7200,428.79,192.36,844.51,520.68,192.36,1
4,2.5,1,0,2,0,0,3,9,1580,1450,1991,0,2840,7435,263.99,102.55,506.27,281.65,107.59,1
4,3.5,1,1,2,0,0,3,8,2770,0,1967,0,1720,16011,198.56,22.78,198.56,319.77,34.35,0
2,1,0,1,1,0,0,4,6,1220,0,1947,0,1510,12915,303.28,21.55,303.28,245.03,28.65,0
3,2.5,0,0,2,0,0,5,8,1850,0,1989,0,1850,8482,336.76,80.11,336.76,336.76,73.45,0
4,4.5,1,1,2,0,2,3,12,4510,0,1998,0,2200,8528,402.44,140.99,402.44,825,212.83,1
3,2.25,0,0,1,0,0,5,7,850,850,1969,0,2180,8960,332.35,64.2,664.71,259.17,63.06,0
3,2.5,0,0,2,0,0,4,7,1750,0,1991,0,1750,4293,328.57,119.87,328.57,328.57,133.94,0
4,3.25,1,1,2,0,2,3,10,4240,0,2006,0,3390,12540,391.51,148.36,391.51,489.68,132.38,1
3,2.25,1,0,1,0,2,3,9,1710,1170,1958,2002,2920,12401,534.03,202.4,899.42,526.71,124.02,1
3,1,0,0,1,0,0,2,7,1150,0,1922,0,1550,8207,265.22,33.71,265.22,196.77,37.16,0
4,5,1,0,2,0,0,3,10,3790,2020,2004,0,3010,7200,322.72,252.02,494.72,622.92,260.42,1
3,1.75,0,1,1,0,0,4,7,1240,0,1957,0,1970,7790,544.35,48.67,544.35,342.64,86.65,0
3,2.5,0,0,2,0,0,4,7,1750,0,1991,0,1750,4286,340,177.4,340,340,138.82,0
3,1.75,0,0,1,0,0,3,8,1370,470,1974,0,1920,8518,317.93,79.59,427.01,304.69,68.68,0
3,1.75,0,0,1,0,0,4,7,1140,0,1982,0,1490,10530,368.42,49.08,368.42,281.88,39.89,0
5,2,1,1,1,0,0,4,8,1400,1400,1963,0,1760,18282,237.5,37.38,475,377.84,36.37,0
3,2,0,1,1,0,0,3,8,1430,570,1978,0,1530,7659,211.75,40.37,296.15,276.8,55.29,0
5,2.5,1,0,2,0,0,3,9,3580,0,2000,0,2710,9308,321.23,128.91,321.23,424.35,123.55,1
4,2.25,0,0,2,0,0,3,8,2100,0,1979,0,1780,7350,221.43,63.27,221.43,261.24,63.27,0
4,3.75,1,1,2,1,4,3,12,2659,1816,1999,0,4340,5250,575.2,126.03,968.03,593.09,490.29,1
4,2.5,1,1,2,0,0,4,8,2700,0,1992,0,1540,20720,268.52,28.02,268.52,470.78,34.99,0
4,2.5,0,1,2,0,0,3,8,2280,0,1995,0,1660,9827,285,66.12,285,391.45,66.12,0
3,1,0,1,1,0,0,3,7,1630,0,1969,0,1880,23497,268.4,26.69,268.4,232.71,18.62,0
3,2.25,0,0,2,0,0,3,8,1810,0,1989,0,1760,5454,345.86,122.58,345.86,355.68,114.78,0
3,1,0,1,1,0,0,5,7,1110,1000,1924,0,1360,9827,225.26,47.51,428.2,349.49,48.37,0
3,1,0,0,1,0,0,3,7,1240,0,1968,0,1240,8260,338.71,57.53,338.71,338.71,50.85,0
3,1.75,0,1,1,0,0,4,7,1680,0,1966,0,3340,10390,379.46,59.66,379.46,190.87,61.36,0
3,1.75,0,0,1,0,0,4,7,1330,0,1977,0,1330,8136,394.74,64.53,394.74,394.74,64.53,0
3,2.5,0,0,2,0,0,4,8,2060,0,1994,0,1980,5010,303.37,132.12,303.37,315.63,124.74,0
3,2.75,1,1,1,0,0,5,9,3170,0,1957,0,3920,36740,342.27,31.13,342.27,276.79,29.53,1
5,4,1,1,2,0,0,3,10,4070,0,2014,0,2640,9401,357.25,128.29,357.25,550.76,154.66,1
4,2.75,0,1,1,0,0,5,7,1160,750,1977,0,1770,11357,329.9,55.49,543.19,355.99,55.48,0
4,2,0,0,2,0,1,3,7,2040,0,1961,0,2560,8281,276.96,68.23,276.96,220.7,68.23,0
3,2.5,0,1,1,0,0,3,7,1430,0,1960,0,1470,10350,283.22,39.71,283.22,275.51,39.13,0
4,2.25,0,0,2,0,0,3,8,2050,0,1994,0,1970,7350,243.9,69.43,243.9,253.81,68.03,0
3,2,0,0,1,0,0,3,8,1090,380,1950,1996,1880,7799,428.57,105,577.98,335.11,80.78,0
4,2.75,1,0,2,0,0,4,10,3330,0,1995,0,2390,9143,328.83,119.76,328.83,458.16,119.76,1
3,1.75,0,1,1,0,0,4,7,1390,0,1966,0,1060,8686,323.74,38.46,323.74,424.53,51.81,0
3,2,0,1,1,0,0,3,7,1430,0,1953,0,1530,11475,325.17,32.63,325.17,303.92,40.52,0
4,2.5,1,0,2,0,0,3,10,3560,0,2001,0,1660,7680,383.15,152.23,383.15,821.69,177.6,1
2,2,0,0,1,0,0,3,6,1140,0,1924,2009,1650,9000,436.84,60.13,436.84,301.82,55.33,0
5,1,0,1,1.5,0,0,4,7,1700,0,1954,0,1740,8212,317.06,45.96,317.06,309.77,65.64,0
3,1.5,0,1,1,0,0,4,7,1750,0,1952,0,1740,12196,271.43,37.6,271.43,272.99,38.95,0
3,2.5,0,0,2,0,0,4,8,2020,0,1981,0,2410,8500,368.32,99.04,368.32,308.71,87.53,0
3,1,0,0,1,0,0,3,6,1010,0,1942,0,1260,5977,544.55,89.87,544.55,436.51,92.02,0
3,2,0,0,2,0,0,5,7,1720,120,1946,0,1390,6000,422.83,129.67,452.33,559.71,129.67,1
5,2.75,1,1,2,0,0,3,7,3550,0,1960,0,3370,9600,163.38,60.42,163.38,172.11,60.42,0
3,1.75,0,0,1,0,0,3,8,1280,430,1981,0,2100,7560,307.02,71.43,410.16,250,69.44,0
4,2.5,0,1,1,0,0,4,8,1410,780,1979,0,2190,9198,287.67,63.77,446.81,287.67,68.49,0
6,3,1,0,1,0,0,3,6,2530,0,1978,0,1886,6000,328.06,92.22,328.06,440.08,138.33,1
4,1.5,0,1,1,0,0,3,8,1270,950,1978,0,2030,8831,205.41,36.82,359.06,224.63,51.64,0
3,2.5,0,0,2,0,0,4,9,2044,0,1996,0,2440,5610,489.24,178.25,489.24,409.84,178.25,1
4,2.5,1,1,2,0,0,3,10,3430,0,1984,0,3920,35230,353.06,34.48,353.06,308.93,34.37,1
4,2.5,1,1,1,0,2,4,7,1570,1050,1950,1993,3050,11875,369.49,59.76,616.6,317.4,81.52,1
3,2.25,0,0,2,0,0,3,8,2020,0,1998,0,2070,3699,275.25,154.44,275.25,268.6,150.31,0
3,1,0,1,1,0,0,4,7,940,0,1964,0,2019,10360,531.91,48.26,531.91,247.65,48.26,0
3,3,1,1,1,0,4,4,10,1590,1520,1980,0,3150,11447,482.32,166.39,943.4,476.19,131.04,1
3,2.5,0,1,2,0,0,3,8,2010,0,1994,0,1920,7200,274.13,31.74,274.13,286.98,76.53,0
3,1,0,0,1,0,0,3,7,950,0,1962,0,1610,10080,384.21,43.2,384.21,226.71,36.21,0
4,1.75,0,0,1,0,1,4,7,1130,1130,1947,0,2330,9180,286.88,92.56,573.77,278.27,70.63,0
3,2.25,1,1,1,0,0,4,8,1420,980,1968,0,2615,12043,294.02,57.14,496.93,269.84,58.59,0
3,1.75,0,0,1,0,0,4,7,1220,0,1964,0,1340,7200,572.13,93.73,572.13,520.9,96.94,0
2,1,0,1,1,0,0,4,7,1010,0,1960,0,1610,9219,554.46,60.74,554.46,347.83,60.74,0
5,3,1,0,2,0,0,3,9,3070,0,2011,0,3070,8527,268.73,97.36,268.73,268.73,96.75,1
3,1.75,0,0,1,0,0,3,7,1210,0,1977,0,1610,7313,471.07,77.55,471.07,354.04,77.94,0
4,1.75,0,0,1,0,0,5,8,1390,420,1977,0,2080,7700,331.49,77.92,431.65,288.46,77.92,0
3,2.25,0,0,1,0,0,4,9,2110,0,1984,0,2130,7279,339.4,98.38,339.4,336.21,98.38,0
3,2.5,1,0,2,0,0,3,9,2720,0,1990,0,2870,7250,334.56,125.52,334.56,317.07,125.52,1
4,3.5,0,1,2,0,3,3,8,1670,680,1994,0,2250,9474,278.72,48.87,392.22,291.11,69.14,0
3,2.25,1,0,2,0,0,3,8,1810,620,1989,0,2040,5500,325.51,143.82,437.02,387.75,143.82,1
4,2.5,1,1,2,0,2,4,9,2580,0,1992,0,4220,10631,335.27,81.37,335.27,204.98,81.37,1
3,1,0,1,1,0,0,3,7,1060,0,1969,0,1920,10200,377.36,31.52,377.36,208.33,39.22,0
3,2.5,0,0,2,0,0,3,8,2190,0,2004,0,2090,8888,319.63,87.7,319.63,334.93,78.76,0
4,2.5,1,1,2,0,0,3,8,2110,540,1988,0,2000,7680,271.7,62.5,341.23,360,93.75,0
4,2.5,1,0,2,0,0,3,10,2910,0,2003,0,2480,8400,491.68,194.3,491.68,576.94,170.33,1
3,2.5,1,1,2,0,0,3,12,4460,0,1992,0,3770,26027,347.53,59.55,347.53,411.14,59.55,1
4,2,0,0,1,0,0,4,6,1770,350,1949,0,1560,9920,235.85,64.05,282.49,320.51,50.4,0
3,3.5,0,0,2,0,0,3,9,2060,260,1997,0,2320,3187,228.45,166.98,257.28,228.45,166.3,0
4,2.75,1,0,2,0,0,3,9,3010,0,2014,0,3010,7203,279.05,116.66,279.05,279.05,116.61,1
4,2.75,1,0,2,0,0,3,9,3080,0,2014,0,3010,7205,288.94,122.89,288.94,295.66,123.52,1
5,4.5,1,0,2,0,0,3,11,3400,870,2007,0,4100,10631,358.9,189.76,450.74,373.78,144.15,1
5,4.5,1,1,2,0,0,3,10,4590,0,2009,0,3030,9486,372.55,116.45,372.55,564.36,180.27,1
4,2.5,1,1,2,0,0,3,10,2880,0,2008,0,2640,8126,437.5,139.95,437.5,477.27,155.06,1
4,2.5,1,0,2,0,0,3,9,2910,0,2005,0,2910,10419,278.35,123.57,278.35,278.35,77.74,1
4,3.25,1,1,2,0,0,3,9,2870,460,2004,0,2550,6349,363.36,134.44,421.6,474.51,190.58,1
4,2.5,1,1,2,0,0,3,9,2570,0,2006,0,2570,10663,428.02,116.16,428.02,428.02,103.16,1
3,1.5,0,0,2,0,0,3,7,1220,0,1982,0,1220,2640,241.8,89.77,241.8,241.8,111.74,0
5,4.75,1,0,2,0,2,3,11,3745,1560,2005,0,2960,7200,508.95,321.39,720.96,912.16,375,1
4,3.5,1,0,2,0,0,3,10,3900,0,2006,0,3820,12268,266.67,123.94,266.67,272.25,84.77,1
3,2.5,1,0,2,0,0,3,9,2610,0,2014,0,2610,7206,289.25,104.04,289.25,289.25,104.77,0
4,2.5,1,0,2,0,0,3,9,3540,0,2007,0,2150,10290,259.89,131.26,259.89,427.91,89.41,1
4,2.75,1,1,2,0,0,3,9,3270,0,2014,0,2420,7505,287.16,72.9,287.16,388.02,125.12,1
4,2.5,1,0,2,0,0,3,8,2580,0,2013,0,1820,5772,348.8,230.21,348.8,494.45,155.91,1
4,2.75,1,0,2,0,0,3,9,3160,0,2014,0,2200,8097,272.15,106.21,272.15,390.91,106.21,1
5,3.75,1,0,2,0,4,3,10,3530,830,2014,0,2680,9000,410.54,210.48,507.07,667.89,198.88,1
4,4.25,1,1,2,0,1,3,11,3910,790,2002,0,2370,7680,473.4,206.02,569.05,938.82,289.71,1
6,4.25,1,1,2,0,2,3,11,4270,1280,2014,0,3480,11547,423.42,203.52,550.35,675.29,203.52,1
5,3.75,1,0,2,0,0,3,10,3210,1060,2014,0,2410,8350,374.24,213.07,497.82,663.07,191.38,1
5,3.5,1,0,2,0,0,3,9,2900,320,2008,0,2100,9680,374.22,150.63,415.52,573.81,124.48,1
4,2.75,1,0,2,0,0,3,9,3020,0,2014,0,3010,7215,291.37,122.16,291.37,292.34,121.96,1
4,2.5,1,1,2,0,0,3,9,2850,0,2008,0,2540,12000,263.16,60.34,263.16,295.28,62.5,0
4,2.75,1,1,2,0,0,3,9,3610,0,2014,0,2360,8580,272.02,114.45,272.02,416.1,114.45,1
5,3.75,1,1,2,0,0,3,9,3050,0,2014,0,2750,8979,298.34,101.42,298.34,330.89,101.34,1
3,3.25,1,0,2,0,0,3,11,2280,1420,1998,0,3930,2567,400,653.71,649.12,376.59,576.55,1
4,3.25,1,0,1,0,1,3,10,2680,1130,2007,0,3240,10748,296.59,132.64,421.64,348.77,105.14,1
5,3.75,1,1,2,0,0,3,10,2930,1770,2006,0,3180,13140,241.49,101.01,387.37,356.92,86.38,1
4,3.5,1,0,2,0,0,3,10,3530,0,2007,0,2660,8126,361.19,156.9,361.19,479.32,156.9,1
4,3.5,1,1,1,0,2,3,11,2660,2040,2002,0,3770,9000,264.26,121.97,466.92,329.44,138,1
4,2.5,1,1,2,0,0,3,9,3170,0,2008,0,3230,8523,258.68,96.21,258.68,253.87,96.21,1
4,2.5,1,0,2,0,0,3,8,2580,0,2013,0,1700,5772,348.45,228,348.45,528.82,155.75,1
4,2.5,1,0,2,0,0,3,8,2460,0,2005,0,1850,9000,296.75,92.06,296.75,394.59,81.11,0
4,2.75,1,1,2,0,0,3,10,3820,0,2014,0,2330,12000,333.76,144.06,333.76,547.19,106.25,1
4,2.75,1,0,2,0,0,3,9,2840,0,2008,0,1840,7700,252.99,81.65,252.99,390.49,93.31,0
4,2.75,1,1,2,0,0,3,11,3870,0,2005,0,3560,10046,361.74,139.35,361.74,393.24,139.35,1
4,3.25,1,1,2,0,0,3,10,3530,0,2007,0,2470,9019,272.8,112.12,272.8,389.88,106.77,1
5,2.5,1,0,1,0,0,3,9,1610,1390,2007,0,2700,7205,256.67,97.32,478.26,285.19,106.87,1
